2.496	433
2.523	433
2.538	433
2.454	433
2.498	433
2.487	433
2.513	433
2.554	433
2.516	433
2.597	433
2.702	433
2.636	433
2.571	433
2.547	433
2.552	433
2.488	433
2.525	433
2.525	433
2.593	433
2.518	433
2.477	433
2.536	433
2.485	433
2.543	433
2.593	433
2.495	433
2.526	433
2.554	433
2.574	433
2.561	433
2.641	433
2.621	433
2.593	433
2.575	433
2.526	433
2.578	433
2.576	433
2.515	433
2.556	433
2.638	433
2.685	433
2.603	433
2.607	433
2.591	433
2.61	433
2.597	433
2.552	433
2.54	433
2.603	433
2.636	433
2.613	433
2.58	433
2.532	433
2.659	433
2.631	433
2.635	433
2.66	433
2.632	433
2.638	433
2.555	433
2.583	433
2.63	433
2.656	433
2.662	433
2.692	433
2.685	433
2.634	433
2.589	433
2.702	433
2.634	433
2.688	433
2.712	433
2.715	433
2.619	433
2.673	433
2.653	433
2.764	433
2.671	433
2.764	433
2.674	433
2.685	433
2.594	433
2.598	433
2.681	433
2.625	433
2.629	433
2.717	433
2.712	433
2.74	433
2.609	433
2.733	433
2.681	433
2.609	433
2.702	433
2.706	433
2.659	433
2.65	433
2.643	433
2.651	433
2.693	433
2.747	433
2.641	433
2.71	433
2.657	433
2.685	433
2.69	433
2.783	433
2.685	433
2.696	433
2.758	433
2.734	433
2.839	433
2.755	433
2.729	433
2.755	433
2.692	433
2.717	433
2.723	433
2.702	433
2.724	433
2.719	433
2.713	433
2.742	433
2.694	433
2.739	433
2.732	433
2.746	433
2.824	433
2.734	433
2.674	433
2.75	433
2.78	433
2.702	433
2.772	433
2.812	433
2.808	433
2.734	433
2.708	433
2.723	433
2.766	433
2.668	433
2.853	433
2.779	433
2.833	433
2.853	433
2.809	433
2.816	433
2.799	433
2.879	433
2.689	433
2.793	433
2.752	433
2.775	433
2.779	433
2.743	433
2.821	433
2.794	433
2.765	433
2.806	433
2.887	433
2.791	433
2.809	433
2.823	433
2.783	433
2.857	433
2.744	433
2.842	433
2.896	433
2.749	433
2.834	433
2.917	433
2.84	433
2.871	433
2.814	433
2.816	433
2.84	433
2.857	433
2.921	433
2.86	433
2.838	433
2.837	433
2.925	433
2.85	433
2.883	433
2.966	433
2.817	433
2.846	433
2.889	433
2.91	433
2.907	433
2.913	433
2.882	433
2.873	433
2.906	433
2.873	433
2.851	433
2.862	433
2.867	433
2.856	433
2.846	433
2.917	433
2.906	433
2.867	433
2.846	433
2.88	433
2.798	433
2.843	433
2.934	433
2.878	433
2.823	433
2.906	433
2.873	433
2.888	433
2.911	433
2.863	433
2.938	433
2.846	433
2.896	433
2.959	433
3.007	433
2.904	433
2.88	433
2.886	433
2.909	433
3.055	433
2.939	433
2.913	433
2.927	433
2.954	433
2.877	433
2.917	433
2.951	433
2.903	433
2.983	433
2.991	433
2.907	433
2.946	433
2.941	433
2.901	433
2.908	433
2.916	433
2.921	433
2.988	433
2.915	433
2.925	433
2.96	433
2.97	433
2.949	433
2.912	433
2.965	433
2.887	433
3.029	433
2.943	433
2.957	433
2.994	433
2.961	433
3.023	433
2.923	433
3.001	433
2.92	433
2.95	433
3.08	433
2.916	433
3.032	433
3.063	433
2.997	433
3.047	433
3.035	433
3.032	433
2.995	433
2.935	433
3.011	433
2.961	433
3.03	433
2.93	433
3.032	433
2.96	433
3.02	433
3.102	433
2.98	433
2.995	433
3.03	433
3	433
3.015	433
2.949	433
3.004	433
3.029	433
3.111	433
2.933	433
3.053	433
